0, 2988, 2674.41, 2371
1, 2916, 2572.38, 2355
2, 2845, 2514.23, 2239
3, 2855, 2462.57, 2211
4, 2708, 2367.04, 1985
5, 2564, 2307.56, 1985
6, 2511, 2223.64, 1950
7, 2503, 2175.44, 1929
8, 2481, 2111.6, 1903
9, 2340, 2066.35, 1903
10, 2300, 2051.46, 1887
11, 2234, 2036.14, 1877
12, 2281, 2010.04, 1832
13, 2219, 1947.62, 1777
14, 2103, 1919.04, 1738
15, 2238, 1908.07, 1721
16, 2088, 1889.66, 1715
17, 2055, 1852.3, 1711
18, 2094, 1835.7, 1592
19, 1992, 1795.44, 1592
20, 2018, 1767.55, 1544
21, 1965, 1725.51, 1544
22, 1961, 1699.94, 1540
23, 1897, 1648.33, 1504
24, 1819, 1606.98, 1504
25, 1854, 1591.86, 1475
26, 1822, 1568.12, 1451
27, 1800, 1543.66, 1431
28, 1666, 1508.19, 1421
29, 1751, 1490.06, 1375
30, 1686, 1457.07, 1361
31, 1644, 1431.06, 1357
32, 1615, 1396.91, 1349
33, 1553, 1379.72, 1344
34, 1584, 1372.13, 1317
35, 1575, 1354.44, 1308
36, 1496, 1333.58, 1304
37, 1603, 1325.13, 1304
38, 1507, 1315.95, 1304
39, 1576, 1323.22, 1304
40, 1478, 1309.34, 1304
41, 1564, 1310.25, 1279
42, 1516, 1313.15, 1279
43, 1507, 1312.89, 1279
44, 1541, 1322.01, 1261
45, 1511, 1317.14, 1261
46, 1414, 1285.44, 1255
47, 1550, 1283.86, 1249
48, 1493, 1272.16, 1249
49, 1484, 1266.68, 1249
50, 1512, 1268.53, 1249
51, 1373, 1255.5, 1248
52, 1374, 1258.03, 1248
53, 1536, 1268.52, 1214
54, 1431, 1272.66, 1214
55, 1505, 1267.58, 1213
56, 1428, 1253.74, 1201
57, 1393, 1235.95, 1201
58, 1435, 1228.31, 1201
59, 1411, 1220.82, 1201
60, 1463, 1220.31, 1193
61, 1393, 1212.59, 1166
62, 1415, 1212.12, 1166
63, 1426, 1205.06, 1166
64, 1410, 1206.56, 1166
65, 1441, 1206.69, 1166
66, 1274, 1178.21, 1165
67, 1378, 1178.86, 1165
68, 1506, 1184.32, 1164
69, 1416, 1175.93, 1164
70, 1457, 1174.22, 1164
71, 1324, 1169.1, 1164
72, 1369, 1174.93, 1164
73, 1435, 1178.32, 1146
74, 1367, 1174.8, 1146
75, 1306, 1169.29, 1135
76, 1416, 1167.96, 1135
77, 1363, 1157.46, 1135
78, 1366, 1157.39, 1135
79, 1375, 1156.88, 1135
80, 1368, 1152.23, 1135
81, 1351, 1153.33, 1135
82, 1390, 1162.44, 1135
83, 1316, 1155.84, 1135
84, 1336, 1161.65, 1133
85, 1409, 1165.75, 1125
86, 1476, 1172.95, 1109
87, 1427, 1168.3, 1109
88, 1301, 1150.24, 1105
89, 1383, 1130.79, 1098
90, 1324, 1122.86, 1098
91, 1319, 1122.39, 1088
92, 1267, 1114.27, 1088
93, 1315, 1101.69, 1088
94, 1349, 1094.28, 1088
95, 1263, 1093.22, 1088
96, 1223, 1093.58, 1088
97, 1344, 1103.92, 1088
98, 1426, 1101.29, 1088
99, 1332, 1099.61, 1088
