0, 3057, 2640.338, 2248
1, 2991, 2532.861, 2197
2, 2886, 2448.038, 2115
3, 2841, 2376.189, 2045
4, 2733, 2319.639, 1891
5, 2626, 2255.905, 1885
6, 2613, 2195.885, 1875
7, 2586, 2139.639, 1776
8, 2470, 2095.603, 1738
9, 2464, 2052.106, 1738
10, 2427, 2012.251, 1693
11, 2395, 1967.321, 1587
12, 2501, 1928.28, 1587
13, 2213, 1879.459, 1587
14, 2301, 1836.214, 1562
15, 2195, 1795.66, 1505
16, 2242, 1755.553, 1505
17, 2136, 1707.528, 1463
18, 2053, 1657.521, 1417
19, 1952, 1623.752, 1417
20, 1872, 1591.209, 1371
21, 1990, 1559.97, 1354
22, 1836, 1525.157, 1342
23, 1837, 1485.291, 1274
24, 1744, 1447.669, 1168
25, 1694, 1410.515, 1168
26, 1685, 1371.411, 1167
27, 1620, 1331.359, 1099
28, 1622, 1284.667, 1072
29, 1580, 1221.004, 1062
30, 1565, 1167.978, 1058
31, 1482, 1129.381, 1028
32, 1398, 1097.64, 1025
33, 1386, 1084.825, 1021
34, 1374, 1076.987, 999
35, 1383, 1065.85, 991
36, 1336, 1056.14, 968
37, 1426, 1048.218, 948
38, 1395, 1037.175, 927
39, 1340, 1025.203, 924
40, 1363, 1010.944, 904
41, 1309, 993.127, 904
42, 1293, 978.282, 882
43, 1326, 956.466, 869
44, 1322, 934.591, 851
45, 1234, 917.469, 851
46, 1185, 897.195, 844
47, 1184, 883.834, 826
48, 1254, 876.034, 824
49, 1193, 864.843, 813
50, 1156, 860.215, 811
51, 1180, 846.123, 804
52, 1134, 834.275, 793
53, 1166, 826.927, 786
54, 1112, 818.655, 784
55, 1100, 811.526, 782
56, 1100, 804.948, 765
57, 1189, 798.486, 756
58, 1096, 796.27, 756
59, 1133, 799.428, 755
60, 1160, 801.281, 752
61, 1140, 779.569, 743
62, 1026, 767.352, 743
63, 1092, 769.553, 742
64, 1120, 765.891, 741
65, 1070, 763.92, 740
66, 1082, 757.838, 739
67, 1044, 754.936, 739
68, 1047, 754.209, 739
69, 1046, 755.58, 715
70, 1080, 754.685, 715
71, 1144, 758.816, 715
72, 1052, 756.167, 715
73, 1047, 756.164, 715
74, 1041, 755.089, 711
75, 1113, 761.186, 702
76, 1047, 766.599, 702
77, 1130, 764.477, 698
78, 1120, 743.666, 697
79, 1049, 728.929, 689
80, 1023, 719.504, 685
81, 1073, 714.495, 680
82, 973, 705.922, 679
83, 1034, 699.484, 679
84, 1050, 700.828, 679
85, 1042, 702.179, 674
86, 1005, 700.366, 674
87, 1005, 692.168, 674
88, 999, 689.128, 673
89, 1002, 686.197, 673
90, 1020, 688.626, 672
91, 1047, 693.485, 671
92, 987, 694.793, 670
93, 973, 687.907, 670
94, 1026, 694.888, 670
95, 1024, 695.374, 668
96, 1057, 688.662, 667
97, 971, 688.106, 667
98, 958, 682.518, 667
99, 976, 685.004, 667
