0, 1960, 1684.97, 1391
1, 1831, 1598.36, 1328
2, 1767, 1508.71, 1312
3, 1766, 1432.97, 1184
4, 1560, 1369.5, 1170
5, 1710, 1321.55, 1157
6, 1500, 1274.21, 1025
7, 1487, 1219.83, 1025
8, 1373, 1154.37, 1025
9, 1420, 1093.52, 1015
10, 1209, 1043.23, 1003
11, 1361, 1046.02, 1001
12, 1225, 1031.18, 981
13, 1310, 1040.81, 981
14, 1206, 1022.9, 950
15, 1253, 1016.62, 950
16, 1173, 985.02, 950
17, 1171, 981.74, 946
18, 1247, 963.59, 946
19, 1096, 960.16, 945
20, 1123, 954.07, 943
21, 1120, 956.54, 905
22, 1216, 954.98, 900
23, 1176, 954.59, 898
24, 1085, 935.21, 895
25, 1331, 934, 869
26, 1237, 934.37, 869
27, 1176, 921.36, 869
28, 1160, 913.22, 869
29, 1090, 896.65, 864
30, 1205, 888.24, 864
31, 1077, 877.5, 863
32, 1031, 869.9, 859
33, 1037, 870.9, 859
34, 1269, 871.75, 856
35, 1156, 870.73, 855
36, 1147, 869.74, 849
37, 1055, 867.89, 783
38, 1038, 854.5, 783
39, 1102, 865.17, 778
40, 1181, 832.58, 770
41, 1168, 794.67, 770
42, 1173, 809.87, 770
43, 1025, 795.24, 770
44, 1118, 791.04, 770
45, 1026, 782.02, 770
46, 1035, 789.74, 770
47, 1026, 778.56, 761
48, 950, 778.33, 761
49, 1067, 787.39, 761
50, 1048, 783.55, 761
51, 950, 773.38, 761
52, 966, 770.26, 758
53, 1059, 782.6, 758
54, 1030, 768.23, 755
55, 1045, 773.19, 748
56, 1104, 776.32, 748
57, 1073, 770.76, 748
58, 1154, 775.53, 748
59, 938, 752.16, 748
60, 991, 761.31, 748
61, 1038, 755.28, 748
62, 1007, 764.32, 748
63, 911, 754.86, 748
64, 971, 757.69, 748
65, 1051, 767.87, 748
66, 984, 758.72, 748
67, 914, 753.53, 748
68, 1053, 755.23, 748
69, 876, 751.48, 748
70, 1004, 765.59, 748
71, 984, 765.03, 744
72, 1069, 762.45, 744
73, 1083, 764.1, 744
74, 952, 757.99, 744
75, 1005, 750.86, 744
76, 1062, 763.1, 744
77, 949, 752.79, 744
78, 1029, 759.47, 744
79, 1004, 754.22, 744
80, 1066, 755.47, 744
81, 971, 754.2, 744
82, 1024, 753.9, 723
83, 952, 763.92, 723
84, 943, 753.63, 721
85, 981, 739.33, 721
86, 1031, 736.63, 721
87, 1099, 736.16, 721
88, 1003, 737.69, 721
89, 1003, 734.01, 721
90, 995, 726.1, 721
91, 1037, 732.93, 721
92, 1028, 739.39, 721
93, 1127, 736.55, 721
94, 1030, 737.76, 721
95, 1037, 738.08, 721
96, 1016, 737.85, 721
97, 1030, 735.11, 721
98, 1043, 736.78, 721
99, 975, 739.74, 721
100, 976, 740.11, 721
101, 1042, 738.55, 721
102, 927, 729.04, 721
103, 1037, 741.33, 721
104, 1099, 735.76, 721
105, 1025, 734.49, 721
106, 986, 743.23, 721
107, 976, 726.25, 721
108, 995, 739.23, 721
109, 955, 735.07, 721
110, 1025, 734.57, 721
111, 887, 726.87, 721
112, 942, 734.96, 721
113, 1091, 737.27, 721
114, 1012, 737.51, 721
115, 997, 731.99, 714
116, 931, 738.85, 714
117, 1099, 754.03, 692
118, 999, 737.06, 692
119, 1095, 735.57, 689
120, 934, 711.86, 689
121, 935, 706.1, 685
