0, 6755, 6388.13, 6077
1, 6659, 6281.88, 5965
2, 6447, 6165.77, 5772
3, 6550, 6097.27, 5765
4, 6485, 6004.37, 5634
5, 6400, 5921.18, 5542
6, 6338, 5836.87, 5542
7, 6210, 5745.5, 5409
8, 6160, 5664.37, 5402
9, 5887, 5598.04, 5357
10, 5854, 5536.38, 5256
11, 5767, 5451.25, 5169
12, 5776, 5399.79, 5126
13, 5705, 5339.11, 5071
14, 5518, 5246.61, 5065
15, 5458, 5183.21, 4979
16, 5337, 5130.33, 4954
17, 5297, 5080.02, 4945
18, 5186, 5022.15, 4874
19, 5129, 4980.55, 4822
20, 5180, 4956.13, 4806
21, 5128, 4925.57, 4751
22, 5056, 4898.41, 4731
23, 5080, 4851.53, 4695
24, 5021, 4813.37, 4624
25, 4952, 4766.69, 4624
26, 4861, 4729.89, 4615
27, 4839, 4700.23, 4590
28, 4839, 4678.57, 4531
29, 4837, 4659.07, 4531
30, 4833, 4621.83, 4482
31, 4711, 4573.48, 4463
32, 4682, 4542.81, 4415
33, 4749, 4515.97, 4405
34, 4741, 4493.51, 4392
35, 4594, 4458.15, 4333
36, 4701, 4438.11, 4333
37, 4564, 4406.21, 4289
38, 4552, 4389.1, 4289
39, 4528, 4363.2, 4269
40, 4590, 4337.7, 4259
41, 4508, 4321.81, 4205
42, 4473, 4296.4, 4165
43, 4438, 4272.84, 4164
44, 4428, 4246.96, 4142
45, 4380, 4207, 4105
46, 4356, 4176.57, 4075
47, 4336, 4158, 4075
48, 4327, 4141.83, 4037
49, 4336, 4113.5, 4025
50, 4221, 4084.93, 3938
51, 4313, 4066.91, 3938
52, 4216, 4041.15, 3938
53, 4108, 4001.52, 3912
54, 4160, 3973.87, 3907
55, 4049, 3942.49, 3907
56, 4082, 3930.8, 3895
57, 4064, 3923.29, 3888
58, 4072, 3921.19, 3877
59, 4086, 3924.33, 3859
60, 4048, 3907.58, 3845
61, 4033, 3897.02, 3823
62, 4030, 3886.88, 3804
63, 4042, 3876.73, 3783
64, 4060, 3865.95, 3771
65, 4005, 3832.32, 3757
66, 3999, 3826.95, 3754
67, 3952, 3808.2, 3729
68, 3992, 3786.5, 3718
69, 4034, 3788.31, 3712
70, 3938, 3772.38, 3700
71, 3962, 3761.59, 3673
72, 3904, 3737.5, 3661
73, 3828, 3719.74, 3654
74, 3879, 3713.63, 3624
75, 3870, 3693.08, 3581
76, 3834, 3670.16, 3573
77, 3795, 3638.65, 3552
78, 3804, 3621.29, 3546
79, 3760, 3599.82, 3535
80, 3722, 3591.18, 3523
81, 3696, 3576.13, 3507
82, 3774, 3575.42, 3501
83, 3755, 3563.92, 3489
84, 3699, 3548.01, 3489
85, 3741, 3540.85, 3459
86, 3815, 3536.95, 3459
87, 3758, 3507.73, 3450
88, 3608, 3489.65, 3426
89, 3616, 3474.99, 3418
90, 3719, 3475.08, 3414
91, 3659, 3457.37, 3414
92, 3630, 3454.3, 3394
93, 3708, 3442.72, 3384
94, 3550, 3429.42, 3384
95, 3585, 3425.4, 3384
96, 3628, 3418, 3370
97, 3545, 3402, 3370
98, 3540, 3401.51, 3370
99, 3552, 3397.81, 3364
100, 3559, 3402.69, 3364
101, 3528, 3381.27, 3364
102, 3544, 3385.59, 3362
103, 3538, 3381.35, 3362
104, 3538, 3378.57, 3358
105, 3539, 3373.53, 3353
106, 3593, 3386.65, 3347
107, 3534, 3379.42, 3347
108, 3561, 3385.41, 3336
109, 3518, 3374.3, 3336
110, 3558, 3374.21, 3327
111, 3548, 3375.6, 3315
112, 3551, 3362.12, 3315
113, 3474, 3363.19, 3311
114, 3493, 3358.62, 3305
115, 3522, 3351.24, 3304
116, 3519, 3344.39, 3281
117, 3472, 3335.86, 3281
118, 3492, 3327.42, 3266
119, 3459, 3321.58, 3253
120, 3480, 3312.25, 3253
121, 3427, 3285.01, 3231
122, 3419, 3284.13, 3231
123, 3399, 3270.66, 3218
124, 3424, 3270.61, 3209
125, 3390, 3257.63, 3209
126, 3469, 3248, 3209
