200, 0.7573776, 2381, 2421.85, 2574, 0.8, 0.4, 100, 500, 5
200, 0.7547387, 2167, 2214.09, 2455, 0.8, 0.4, 100, 500, 5
200, 0.6563904, 2234, 2273.3, 2432, 0.8, 0.4, 100, 500, 5
200, 0.6480044, 2325, 2386.98, 2572, 0.8, 0.4, 100, 500, 5
200, 0.6671552, 2319, 2362.91, 2557, 0.8, 0.4, 100, 500, 5
200, 0.6793807, 2178, 2227.9, 2375, 0.8, 0.4, 100, 500, 5
200, 0.6849513, 2119, 2173.3, 2319, 0.8, 0.4, 100, 500, 5
200, 0.6797404, 2214, 2247.92, 2411, 0.8, 0.4, 100, 500, 5
200, 0.6764683, 2118, 2182.45, 2373, 0.8, 0.4, 100, 500, 5
200, 0.6539544, 2214, 2245.96, 2419, 0.8, 0.4, 100, 500, 5
200, 0.649119, 2257, 2314.89, 2483, 0.8, 0.4, 100, 500, 5
200, 0.6451205, 2246, 2280.83, 2475, 0.8, 0.4, 100, 500, 5
200, 0.656058, 2303, 2343.01, 2534, 0.8, 0.4, 100, 500, 5
200, 0.6540602, 2173, 2218.05, 2384, 0.8, 0.4, 100, 500, 5
200, 0.6722037, 2163, 2216.39, 2367, 0.8, 0.4, 100, 500, 5
200, 0.6598574, 2079, 2135.04, 2332, 0.8, 0.4, 100, 500, 5
200, 0.6468691, 2093, 2157.07, 2332, 0.8, 0.4, 100, 500, 5
200, 0.6563284, 2126, 2174.85, 2364, 0.8, 0.4, 100, 500, 5
200, 0.6445632, 2199, 2236.17, 2404, 0.8, 0.4, 100, 500, 5
200, 0.6881417, 2318, 2376.46, 2549, 0.8, 0.4, 100, 500, 5
200, 0.6364251, 2253, 2299.32, 2457, 0.8, 0.4, 100, 500, 5
200, 0.6582475, 2196, 2251.8, 2438, 0.8, 0.4, 100, 500, 5
200, 0.6476731, 2280, 2338.69, 2534, 0.8, 0.4, 100, 500, 5
200, 0.6492299, 2057, 2100.22, 2284, 0.8, 0.4, 100, 500, 5
200, 0.686023, 2079, 2128.87, 2339, 0.8, 0.4, 100, 500, 5
200, 0.679862, 2136, 2193.93, 2364, 0.8, 0.4, 100, 500, 5
200, 0.6520823, 2141, 2186.1, 2434, 0.8, 0.4, 100, 500, 5
200, 0.6461594, 2349, 2406, 2570, 0.8, 0.4, 100, 500, 5
200, 0.6577817, 2279, 2307.84, 2456, 0.8, 0.4, 100, 500, 5
200, 0.6707434, 2258, 2291.55, 2481, 0.8, 0.4, 100, 500, 5
200, 1.4358793, 2037, 2080.7, 2271, 0.8, 0.4, 200, 500, 5
200, 1.2401157, 2033, 2079.065, 2266, 0.8, 0.4, 200, 500, 5
200, 1.2380699, 2021, 2071.21, 2257, 0.8, 0.4, 200, 500, 5
200, 1.2400594, 1953, 2008.175, 2235, 0.8, 0.4, 200, 500, 5
200, 1.2376889, 2058, 2097.155, 2291, 0.8, 0.4, 200, 500, 5
200, 1.2180542, 1907, 1968.22, 2220, 0.8, 0.4, 200, 500, 5
200, 1.2151235, 1956, 2011.775, 2186, 0.8, 0.4, 200, 500, 5
200, 1.2405088, 2013, 2070.365, 2269, 0.8, 0.4, 200, 500, 5
200, 1.2153261, 1980, 2036.23, 2205, 0.8, 0.4, 200, 500, 5
200, 1.2105462, 2003, 2053.375, 2232, 0.8, 0.4, 200, 500, 5
200, 1.4379756, 1917, 1954.65, 2138, 0.8, 0.4, 200, 500, 10
200, 1.2704101, 1776, 1817.475, 2048, 0.8, 0.4, 200, 500, 10
200, 1.237929, 2031, 2085.66, 2343, 0.8, 0.4, 200, 500, 10
200, 1.1799845, 1645, 1689.82, 1886, 0.8, 0.4, 200, 500, 10
200, 1.1717231, 1901, 1948.78, 2139, 0.8, 0.4, 200, 500, 10
200, 1.1656303, 1675, 1712.93, 1903, 0.8, 0.4, 200, 500, 10
200, 1.1604955, 1700, 1747.26, 1954, 0.8, 0.4, 200, 500, 10
200, 1.2342428, 1844, 1898.55, 2094, 0.8, 0.4, 200, 500, 10
200, 1.2232739, 1887, 1937.215, 2123, 0.8, 0.4, 200, 500, 10
200, 1.3044953, 1747, 1791.42, 2000, 0.8, 0.4, 200, 500, 10
200, 1.4203244, 1851, 1894.55, 2078, 0.8, 0.4, 200, 500, 20
200, 1.2371887, 1748, 1786.795, 1985, 0.8, 0.4, 200, 500, 20
200, 1.2276059, 1881, 1913.275, 2102, 0.8, 0.4, 200, 500, 20
200, 1.2693856, 1737, 1792.465, 2045, 0.8, 0.4, 200, 500, 20
200, 1.2793671, 1817, 1873.39, 2116, 0.8, 0.4, 200, 500, 20
200, 1.2912678, 1739, 1782.845, 1984, 0.8, 0.4, 200, 500, 20
200, 1.2908654, 1823, 1856.585, 2042, 0.8, 0.4, 200, 500, 20
200, 1.7027334, 1725, 1770.4, 1970, 0.8, 0.4, 200, 500, 20
200, 1.3745622, 1854, 1894.03, 2075, 0.8, 0.4, 200, 500, 20
200, 1.2649413, 1745, 1784.57, 1953, 0.8, 0.4, 200, 500, 20
