32, 1472, 0.0013941
32, 1456, 0.0004439
32, 1486, 0.0004343
32, 1450, 0.0004613
32, 1534, 0.0004524
32, 1623, 0.00047
32, 1511, 0.0004521
32, 1514, 0.0004272
32, 1498, 0.000493
32, 1470, 0.0004576
32, 1564, 0.0004288
32, 1462, 0.0004109
32, 1535, 0.0004454
32, 1540, 0.0004118
32, 1349, 0.0004537
32, 1494, 0.0004527
32, 1446, 0.0004635
32, 1456, 0.0004145
32, 1490, 0.0004149
32, 1583, 0.0004261
32, 1449, 0.0005384
32, 1511, 0.000343
32, 1469, 0.0003101
32, 1464, 0.000304
32, 1459, 0.0003156
32, 1378, 0.0003125
32, 1295, 0.0003097
32, 1417, 0.0003542
32, 1507, 0.00059
32, 1497, 0.0004037
32, 1383, 0.0004166
32, 1513, 0.0002959
32, 1363, 0.0003472
32, 1577, 0.0002955
32, 1421, 0.0002944
32, 1554, 0.0003008
32, 1550, 0.0002955
32, 1472, 0.0002937
32, 1510, 0.0002931
32, 1471, 0.0003006
32, 1503, 0.0002992
32, 1426, 0.0003004
32, 1292, 0.0003336
32, 1393, 0.0003808
32, 1486, 0.000291
32, 1489, 0.0002998
32, 1481, 0.0003011
32, 1465, 0.0002913
32, 1302, 0.0002995
32, 1433, 0.0002925
32, 1580, 0.0002905
32, 1488, 0.0002926
32, 1515, 0.0002979
32, 1530, 0.0002914
32, 1416, 0.0003044
32, 1478, 0.000317
32, 1459, 0.0002933
32, 1490, 0.0002921
32, 1460, 0.0003012
32, 1392, 0.0002943
32, 1325, 0.0002964
32, 1490, 0.0002904
32, 1418, 0.0003242
32, 1218, 0.0002946
32, 1538, 0.0002902
32, 1609, 0.0002996
32, 1435, 0.0003533
32, 1318, 0.0002905
32, 1461, 0.0003042
32, 1513, 0.0002925
32, 1417, 0.0002936
32, 1356, 0.0002949
32, 1485, 0.0002942
32, 1467, 0.0002896
32, 1535, 0.000288
32, 1485, 0.0002968
32, 1358, 0.0002904
32, 1496, 0.0002951
32, 1470, 0.000371
32, 1428, 0.0003298
32, 1513, 0.0002948
32, 1456, 0.0002981
32, 1366, 0.000288
32, 1442, 0.000289
32, 1495, 0.0002904
32, 1514, 0.0002973
32, 1508, 0.0002947
32, 1330, 0.0002872
32, 1500, 0.0002968
32, 1438, 0.0003398
32, 1471, 0.0002977
32, 1467, 0.0002992
32, 1519, 0.000305
32, 1493, 0.0002992
32, 1484, 0.0003
