32, 473, 0.0093934
32, 488, 3.51E-05
32, 508, 7.1E-06
32, 510, 5.6E-06
32, 531, 6.4E-06
32, 506, 6.1E-06
32, 514, 8.5E-06
32, 476, 6.1E-06
32, 546, 8.3E-06
32, 538, 6E-06
32, 502, 1.96E-05
32, 508, 6E-06
32, 489, 9E-06
32, 489, 6.4E-06
32, 508, 1.29E-05
32, 509, 7.7E-06
32, 512, 1.14E-05
32, 464, 8.3E-06
32, 517, 1.13E-05
32, 467, 8E-06
32, 516, 7.6E-06
32, 470, 6.2E-06
32, 539, 5.9E-06
32, 521, 8E-06
32, 511, 5.8E-06
32, 494, 1.35E-05
32, 507, 5.8E-06
32, 510, 8.7E-06
32, 512, 5.8E-06
32, 495, 8.3E-06
32, 507, 5.4E-06
32, 469, 8.5E-06
46, 641, 3.4E-05
46, 624, 1.78E-05
46, 612, 1.71E-05
46, 598, 1.69E-05
46, 630, 1.88E-05
46, 589, 1.66E-05
46, 635, 1.97E-05
46, 560, 1.58E-05
46, 718, 1.76E-05
46, 597, 1.53E-05
46, 565, 1.79E-05
46, 716, 1.46E-05
46, 616, 1.99E-05
46, 578, 1.63E-05
46, 636, 2.13E-05
46, 603, 1.64E-05
46, 605, 2.78E-05
46, 608, 1.68E-05
46, 563, 2.06E-05
46, 694, 1.72E-05
46, 613, 1.95E-05
46, 632, 1.66E-05
46, 600, 1.8E-05
46, 638, 1.49E-05
46, 603, 1.81E-05
46, 657, 1.7E-05
46, 583, 1.94E-05
46, 613, 1.66E-05
46, 591, 1.67E-05
46, 617, 1.56E-05
46, 635, 1.44E-05
46, 626, 1.74E-05
46, 592, 1.51E-05
46, 698, 1.95E-05
46, 624, 1.56E-05
46, 614, 1.99E-05
46, 585, 1.64E-05
46, 608, 2.02E-05
46, 587, 1.54E-05
46, 598, 1.88E-05
46, 612, 1.53E-05
46, 621, 2.37E-05
46, 610, 1.65E-05
46, 637, 1.96E-05
46, 658, 1.46E-05
46, 588, 2.2E-05
61, 642, 4.67E-05
61, 612, 2.27E-05
61, 619, 2.49E-05
61, 612, 2.11E-05
61, 625, 2.37E-05
61, 616, 1.65E-05
61, 660, 2.24E-05
61, 596, 2.12E-05
61, 623, 1.94E-05
61, 645, 1.43E-05
61, 607, 1.72E-05
61, 641, 2.44E-05
61, 598, 1.69E-05
61, 614, 1.41E-05
61, 649, 1.42E-05
61, 623, 1.85E-05
61, 621, 1.49E-05
61, 620, 2.56E-05
61, 598, 1.44E-05
61, 649, 1.66E-05
61, 619, 1.45E-05
61, 638, 1.71E-05
61, 651, 1.41E-05
61, 596, 1.66E-05
61, 625, 1.42E-05
61, 648, 1.74E-05
61, 626, 1.41E-05
61, 632, 1.43E-05
61, 641, 1.45E-05
61, 611, 1.55E-05
61, 604, 2E-05
61, 639, 1.43E-05
61, 598, 1.66E-05
61, 587, 1.4E-05
61, 625, 1.76E-05
61, 613, 1.45E-05
61, 631, 1.71E-05
61, 605, 1.38E-05
61, 616, 1.63E-05
61, 643, 1.45E-05
61, 633, 1.68E-05
61, 624, 1.75E-05
61, 610, 2.02E-05
61, 620, 1.84E-05
61, 623, 1.44E-05
61, 603, 1.75E-05
61, 605, 1.47E-05
61, 617, 1.66E-05
61, 632, 1.45E-05
61, 608, 1.78E-05
61, 616, 1.45E-05
61, 642, 1.65E-05
61, 624, 1.9E-05
61, 623, 1.72E-05
61, 607, 1.41E-05
61, 646, 1.66E-05
61, 627, 1.46E-05
61, 626, 1.79E-05
61, 628, 1.66E-05
61, 640, 2.51E-05
61, 625, 2.77E-05
200, 992, 0.0008292
200, 989, 0.0004148
200, 989, 0.0004074
200, 1005, 0.0003172
200, 981, 0.0004448
200, 995, 0.0003858
200, 959, 0.0002814
200, 996, 0.0002789
200, 982, 0.0002729
200, 1012, 0.0002748
200, 932, 0.0003011
200, 985, 0.0002971
200, 933, 0.0002735
200, 956, 0.0002858
200, 948, 0.000415
200, 999, 0.0004531
200, 1011, 0.0005003
200, 988, 0.0002744
200, 990, 0.0002852
200, 992, 0.0002778
200, 958, 0.0002743
200, 982, 0.000274
200, 984, 0.0002751
200, 979, 0.0002754
200, 989, 0.0002741
200, 916, 0.000275
200, 959, 0.0002817
200, 959, 0.000281
200, 961, 0.0002793
200, 933, 0.0002828
200, 975, 0.0002846
200, 961, 0.0002804
200, 998, 0.0002794
200, 1003, 0.0002875
200, 971, 0.0002803
200, 993, 0.0002793
200, 1006, 0.0002803
200, 996, 0.0003066
200, 1004, 0.0002721
200, 943, 0.0002728
200, 960, 0.0002781
200, 986, 0.0002738
200, 953, 0.0002731
200, 953, 0.0002742
200, 1001, 0.0002752
200, 988, 0.0002736
200, 996, 0.0002739
200, 989, 0.000276
200, 986, 0.0003408
200, 1003, 0.0002805
200, 953, 0.0002806
200, 1013, 0.0002797
200, 1002, 0.0002734
200, 965, 0.0002713
200, 982, 0.0003013
200, 980, 0.0002961
200, 983, 0.000281
200, 954, 0.0002801
200, 958, 0.0002852
200, 1001, 0.0002805
200, 982, 0.0002813
200, 984, 0.0002827
200, 994, 0.0002881
200, 998, 0.0002737
200, 967, 0.0002731
200, 928, 0.0002831
200, 997, 0.000281
200, 977, 0.0002799
200, 976, 0.0002843
200, 958, 0.0002818
200, 983, 0.0002738
200, 951, 0.0002722
200, 981, 0.0002781
200, 981, 0.0002722
200, 950, 0.000273
200, 931, 0.0002726
200, 966, 0.0002733
200, 1004, 0.0002747
200, 985, 0.0002715
200, 1001, 0.0002733
200, 960, 0.0002724
200, 993, 0.0002739
200, 965, 0.0002737
200, 984, 0.0002738
200, 1002, 0.0002724
200, 941, 0.0002773
200, 1004, 0.0002754
200, 940, 0.0002731
200, 991, 0.0002727
200, 958, 0.0002744
200, 1000, 0.0002748
200, 1006, 0.0005539
200, 940, 0.0002832
200, 1001, 0.0004084
200, 994, 0.0003913
200, 942, 0.0005001
200, 1001, 0.0005133
200, 941, 0.0005458
200, 995, 0.0005086
200, 1001, 0.0005157
200, 1007, 0.000527
200, 953, 0.0005572
200, 1004, 0.0005205
200, 964, 0.0005254
200, 1001, 0.0005802
200, 991, 0.0005307
200, 985, 0.0005327
200, 988, 0.0005262
200, 988, 0.0005213
200, 968, 0.000516
200, 987, 0.0005271
200, 919, 0.0005042
200, 991, 0.0005284
200, 1025, 0.0005166
200, 989, 0.0005341
200, 989, 0.0005644
200, 968, 0.000489
200, 947, 0.0004847
200, 982, 0.0003472
200, 1006, 0.0002752
200, 973, 0.0002747
200, 933, 0.0002814
200, 975, 0.0002936
200, 1008, 0.0002771
200, 990, 0.0002784
200, 988, 0.000308
200, 998, 0.0002801
200, 947, 0.0002821
200, 970, 0.0002797
200, 979, 0.0002774
200, 983, 0.0002757
200, 960, 0.0002808
200, 929, 0.0002772
200, 984, 0.0002764
200, 932, 0.0002753
200, 991, 0.0002789
200, 992, 0.0002807
200, 995, 0.0002736
200, 961, 0.0002723
200, 943, 0.0003012
200, 946, 0.0002826
200, 998, 0.0002819
200, 999, 0.0002855
200, 1007, 0.0002758
200, 947, 0.000329
200, 990, 0.0003648
200, 981, 0.0002743
200, 966, 0.0002731
200, 987, 0.0002879
200, 959, 0.0002856
200, 960, 0.0002806
200, 1006, 0.0002862
200, 958, 0.000286
200, 984, 0.0002739
200, 961, 0.0002705
200, 981, 0.0002742
200, 989, 0.0002804
200, 950, 0.000273
200, 1005, 0.0002759
200, 994, 0.0002795
200, 1006, 0.0002732
200, 1012, 0.000275
200, 965, 0.0002778
200, 933, 0.0002821
200, 971, 0.0002806
200, 979, 0.0002855
200, 984, 0.0002857
200, 985, 0.000273
200, 989, 0.0002862
200, 1007, 0.0002648
200, 980, 0.0002719
200, 950, 0.0002736
200, 1045, 0.000273
200, 1002, 0.0002775
200, 984, 0.0002796
200, 989, 0.0002746
200, 979, 0.0002746
200, 960, 0.0002974
200, 990, 0.000286
200, 964, 0.00028
200, 959, 0.0002803
200, 1001, 0.0002813
200, 945, 0.0002727
200, 995, 0.0002714
200, 966, 0.0002809
200, 1002, 0.0002782
200, 986, 0.0002768
200, 943, 0.0002771
200, 957, 0.0002841
200, 932, 0.0002732
200, 963, 0.0002723
200, 1006, 0.0002717
200, 981, 0.000296
200, 1002, 0.0002814
200, 987, 0.0002815
200, 950, 0.0002901
200, 969, 0.0002805
200, 925, 0.0002804
200, 987, 0.000284
200, 978, 0.0002811
